EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
16019152,MILITARY ORDER OF THE WORLD WARS INC,% DANA E LANE,119 CHRISTY RD,PORTLAND,ME,04103-2807,1300,19,9,1000,195504,1,0,908907000,5,1,201806,0,0,2,0,6,0,0,0,,GEN JOSHUA CHAMBERLAIN CHAPTER
16019154,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% C/O JULIE BRAWN,15 WINDSOR AVE,AUGUSTA,ME,04330-6641,1599,5,9,3000,196703,2,0,264480279,5,1,201712,0,0,2,0,12,0,0,0,,248
16019162,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,% J PETER MCCRACKEN,PO BOX 48,YARMOUTH,ME,04096-0048,943,3,9,1200,194605,1,16,119000000,5,1,201712,0,0,2,0,12,0,0,0,,K015 PORTLAND ME DOWNEASTERS
16019167,ROTARY INTERNATIONAL,% RENA KEARNEY,PO BOX 521,MARS HILL,ME,04758-0521,0,4,3,1000,201406,2,0,520349200,5,1,201806,0,0,2,0,6,0,0,0,S80,MARS HILL ROTARY CLUB
16019168,ROTARY INTERNATIONAL,% JOHN M MURPHY,PO BOX 6455,SCARBOROUGH,ME,04070-6455,573,4,9,1000,194209,2,0,520349200,5,1,201712,0,0,2,0,12,0,0,0,,SCARBOROUGH ROTARY CLUB
16019170,SOUTH SOLON HISTORICAL SOCIETY,% BARBARA B HARVILLE,PO BOX 894,SKOWHEGAN,ME,04976-0894,0,3,3,2000,196104,1,15,59060000,1,1,201712,0,0,2,0,12,0,0,0,,
16019177,UNITED STATES POWER SQUADRONS,% PETER S ASQUITH,4 PATRICIA RD,BRUNSWICK,ME,04011-1710,1041,3,9,2000,194903,1,16,30000000,5,1,201802,0,0,2,0,2,0,0,0,,6210 WAWENOCK SAIL & POWER SQUADRON
16019245,FRIENDS OF MAINE MEDICAL CENTER,% DEE DEE NORTON,22 BRAMHALL ST,PORTLAND,ME,04102-3134,0,3,3,1200,196606,1,16,999000000,5,1,201809,0,0,2,0,9,0,0,0,,
16019365,AMERICAN LEGION AUXILIARY,% JOYCE BROOKS,41 ELM ST,MECHANIC FLS,ME,04256-5521,964,19,9,1000,194610,1,0,319000000,5,1,201812,0,0,2,0,12,0,0,0,,150 MECHANIC FALLS-MINOT-POLAND
16019366,AMERICAN LEGION FOUNDATION HOLDING & ENDOWMENT CORP OF GEO E KIRK-25,% JEANA DUROST,PO BOX 723,BAR HARBOR,ME,04609-0723,0,2,3,1000,193402,2,0,907000000,1,1,201712,0,0,2,0,12,0,0,0,,
16019368,WILLETT MCKENNEY POST 186 THEAMERICAN LEGION,,PO BOX 484,CLINTON,ME,04927-0484,0,19,3,1000,201312,1,0,0,1,1,201712,0,0,2,0,12,0,0,0,W30,
16019369,AMERICAN LEGION POST 0018 WOODCOCK CASSIE COOMBS,,PO BOX 91,VINALHAVEN,ME,04863-0091,925,19,9,1000,194603,1,0,907908000,5,1,201712,0,0,2,0,12,0,0,0,,
16019370,DUFFY-WESCOTT POST 85 AMERICAN LEGION,,PO BOX 531,BLUE HILL,ME,04614-0531,925,19,9,1000,194603,1,0,907908000,1,1,201712,0,0,2,0,12,0,0,0,,
16019371,AMERICAN LEGION AUXILIARY QUINT CHENEY UNIT 87 DEPT OF MAINE,% HELGA ROLLINS,PO BOX 57,NORTH BERWICK,ME,03906-0057,0,19,3,1000,201111,2,0,319000000,5,1,201812,0,0,2,0,12,0,0,0,,
16019373,WEST DAY POST 123 AM LEG AUX,% CHERYL DULLINGER,PO BOX 38,PARSONSFIELD,ME,04047-0038,0,7,3,1000,201403,2,0,319000000,5,1,201712,0,0,2,0,12,0,0,0,W30,123 WEST-DAY
16019375,BEREAN YOUTH FELLOWSHIP,% WENDY POLONSKI,PO BOX 619,NORTH TURNER,ME,04266-0619,0,3,3,7000,196305,1,15,29349000,1,1,201709,0,0,2,0,9,0,0,0,,
16019380,NATIONAL COUNCIL OF JEWISH WOMEN INCORPORATED,% PATRICE B WEBER,23 OSPREY TER,PORTLAND,ME,04103-4710,1046,3,9,1000,196206,1,15,59029000,5,1,201709,0,0,2,0,9,0,0,0,,SOUTHERN MAINE SECTION
16019386,THE QUIPUS,% MARY CLIFT TREASURER,16 CAMDEN CT,BANGOR,ME,04401-8051,0,4,3,1000,195901,2,0,999000000,5,1,201805,0,0,2,0,5,0,0,0,,
16019390,AUGUSTA PLAYERS INC DBA GASLIGHT THEATER,% TIANA S BONENTANT,PO BOX 345,HALLOWELL,ME,04347-0345,0,3,3,2000,198911,1,16,88000000,1,1,201712,0,0,2,0,12,0,0,0,,
16019399,ROTARY INTERNATIONAL,% THOMAS JAGGER,PO BOX 1166,SANFORD,ME,04073-1166,573,4,9,1000,194209,2,0,520349200,5,1,201706,0,0,2,0,6,0,0,0,,SANFORD SPRINGVALE ROTARY CLUB
16019400,ROTARY INTERNATIONAL,% JOHN H SMITH,PO BOX 602,CAMDEN,ME,04843-0602,573,4,9,1000,194209,2,0,520349200,5,1,201806,0,0,2,0,6,0,0,0,,CAMDEN ROTARY CLUB
16019401,PEMBROKE TROTTING ASSOCIATION INC,% VICKI BROWN,PO BOX 21,PEMBROKE,ME,04666-0021,0,3,3,1000,201303,1,15,65207000,1,1,201712,0,0,2,0,12,0,0,0,N52,
16019439,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% MARILYN MATTHEWS,PO BOX 24,CUMBERLAND,ME,04021-0024,239,4,9,1000,194012,2,0,908349000,5,1,201806,0,0,2,0,6,0,0,0,,13606 CUMBERLAND-NORTH YARMOUTH
16019449,PLEASANTDALE HOSE CO-3,% RICHARD COTTON,360 MAIN ST,S PORTLAND,ME,04106-5515,0,4,3,1000,194801,2,0,999000000,5,1,201711,0,0,2,0,11,0,0,0,,
16019716,HARPSWELL NECK PHYSICAL EDUCATION ASSOCIATION,% MARTICA SAWIN,PO BOX 24,HARPSWELL,ME,04079-0024,0,3,3,2000,201208,1,15,59328000,1,1,201712,0,0,2,0,12,0,0,0,O50,
16019860,BAR HARBOR GARDEN CLUB,% FLORENCE S ERVIN,PO BOX 652,BAR HARBOR,ME,04609-0652,0,3,3,2000,196506,1,9,59356000,5,1,201803,0,0,2,0,3,0,0,0,,
16019891,CUMBERLAND COUNTY RETIRED EDUCATORS ASSOCIATION,,80 COACH RD,S PORTLAND,ME,04106-3325,0,3,3,1000,201606,1,16,0,1,1,201706,0,0,2,0,6,0,0,0,T50,CCREA
16019934,MAINE ARCHAEOLOGICAL SOCIETY,% ORMAN HINES,339 SEBASCO ROAD,SEBASCO ESTATES,ME,04562-0000,0,3,3,2800,196504,1,16,59000000,5,1,201809,0,0,2,0,9,0,0,0,,
16019938,TOASTMASTERS INTERNATIONAL,% LEWISTON AUBURN TM CLUB,PO BOX 367,BUCKFIELD,ME,04220-0367,820,3,9,2000,194505,1,16,59319000,1,1,201712,0,0,2,0,12,0,0,0,,1741 LEWISTON AUBURN TM CLUB
16019941,BIDDEFORD POOL VOLUNTEER FIRE DEPARTMENT INC,% RICHARD VIGER,PO BOX 169,BIDDEFORD PL,ME,04006-0169,0,4,3,1000,196203,1,0,407000000,1,1,201709,0,0,2,0,9,0,0,0,,
16019943,AMERICAN LEGION POST 0181 WM R BOLD,% ERNEST R KEENE,235 PLAINS RD,LITCHFIELD,ME,04350-4029,925,19,9,1000,194603,1,0,907908000,1,1,201712,0,0,2,0,12,0,0,0,,
16019946,VOITURE NATIONALE LA SOCIETE DES 40 HOMMES ET 8 CHEVAUX,% PAUL A NEAL,323 CAPISIC ST,PORTLAND,ME,04102-1756,257,19,9,1000,196002,1,0,908319000,5,1,201805,0,0,2,0,5,0,0,0,,1003 VOITURE LOCALE
16019949,TOASTMASTERS INTERNATIONAL,% BRUNSWICK TOASTMASTERS,22 BEECHNUT HL,BOWDOIN,ME,04287-7128,820,3,9,2000,194505,1,16,0,5,1,201812,0,0,2,0,12,0,0,0,,2156 BRUNSWICK TOASTMASTERS
16019954,ANCIENT FREE & ACCEPTED MASONS OF MAINE,% MICHAEL DORAN,218 COUNTY RD,LUBEC,ME,04652-3611,275,10,9,1000,194101,1,0,36000000,5,1,201803,0,0,2,0,3,0,0,0,,37 WASHINGTON
16020033,AMERICAN LEGION AUXILIARY,% THERESA RIOUX,PO BOX 517,GUILFORD,ME,04443-0517,964,19,9,1000,194610,1,0,319000000,5,1,201712,0,0,2,0,12,0,0,0,,119 CONNER-TRAFTON
16020079,AMERICAN LEGION AUXILIARY,% JAMIE HASTINGS,595 GORE ROAD,GREENWOOD,ME,04255-0000,964,19,9,1000,194610,1,0,319000000,5,1,201712,0,0,2,0,12,0,0,0,,68 JACKSON-SILVER
16020080,AMERICAN LEGION AUXILIARY,,PO BOX 366,MILLINOCKET,ME,04462-0366,964,19,9,1000,194610,2,0,319000000,5,1,201812,0,0,2,0,12,0,0,0,,80 DONALD V HENRY
16020097,ANCIENT FREE & ACCEPTED MASONS OF MAINE,% ROGER WOOD,580 CASTINE RD,ORLAND,ME,04472-3702,275,10,9,1000,194101,1,0,36000000,5,1,201812,0,0,2,0,12,0,0,0,,71 RISING SUN
16020102,ANCIENT FREE & ACCEPTED MASONS OF MAINE,% DENNIS W GREEN,PO BOX 651,BROWNVILLE,ME,04414-0651,275,10,9,1000,194101,2,0,318319000,5,1,201712,0,0,2,0,12,0,0,0,,163 PLEASANT RIVER LODGE
16020274,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% MELANIE BROWN,58 JACOBS WAY,TRENTON,ME,04605-6566,1741,6,9,2000,196506,2,0,36000000,1,1,201806,0,0,2,0,6,0,0,0,,ME THETA CHAPTER
16020368,AUGUSTA NATURE CLUB,% JACQUELINE MCNEILL,PO BOX 5335,AUGUSTA,ME,04332-5335,0,3,3,2000,196511,1,16,59000000,5,1,201805,0,0,2,0,5,0,0,0,,
16020446,470 RAILROAD CLUB INC,,PO BOX 641,PORTLAND,ME,04104-0641,0,3,3,2000,199810,1,16,119000000,1,1,201712,0,0,2,0,12,0,0,0,,
16020564,SEDGWICK-BROOKLIN HISTORICAL SOCIETY,% DAVID L ANDERSON,PO BOX 127,SEDGWICK,ME,04676-0127,0,3,3,2000,197202,1,15,62000000,1,1,201807,0,0,2,0,7,0,0,0,,
16020634,LEAGUE OF WOMEN VOTERS OF MAINE,% ANN LUTHER,PO BOX 1394,ELLSWORTH,ME,04605-1394,2073,4,6,1000,197004,2,0,482000000,5,1,201806,0,0,2,0,6,0,0,0,,
16020661,WISCASSET FEMALE CHARITABLE SOCIETY,,PO BOX 188,WISCASSET,ME,04578-0188,0,3,3,1000,197403,1,16,561000000,1,1,201807,0,0,2,0,7,0,0,0,,
16020686,AMERICAN LEGION AUXILIARY,% DONNA DICONZO,PO BOX 200,WEST PARIS,ME,04289-0200,0,19,3,1000,201410,1,0,319000000,5,1,201712,0,0,2,0,12,0,0,0,W30,151 RING-MCKEEN
16020744,NATIONAL HUGUENOT SOCIETY,% S CLYDE ROSS,183MIDDLEST,FARMINGTON,ME,04938-0000,1558,3,9,2700,196210,1,16,908029059,1,1,201802,0,0,2,0,2,0,0,0,,MAINE
16020750,AMERICAN POSTAL WORKERS UNION AUXILIARY,% JOYCE TANGUAY,345 MERRILL RD,LEVANT,ME,04456-4016,1015,5,9,3000,194711,2,0,263264279,5,1,201705,0,0,2,0,5,0,0,0,,ME STATE
16021556,ADDISON CHURCH HILL CEMETERY ASSOCIATION,% ARLETA C GRANT,69 WET SIDE RD,ADDISON,ME,04606-0000,0,13,3,1000,196604,1,0,900000000,1,1,201705,0,0,2,0,5,0,0,0,,
16021572,KIWANIS INTERNATIONAL INC,% MATTHEW HUBBELL,PO BOX 254,PITTSFIELD,ME,04967-0254,26,4,9,1300,196603,2,0,319000000,5,1,201709,0,0,2,0,9,0,0,0,,K02368 THE GREATER PITTSFIELD AREA
16021590,BATH MUNICIPAL BAND,% CAROL MCMULLEN,PO BOX 15,BATH,ME,04530-0015,0,3,3,1200,196605,1,16,59000000,1,1,201812,0,0,2,0,12,0,0,0,,
16021739,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% AARON TUFTS,PO BOX 6032,FALMOUTH,ME,04105-6032,239,4,9,3000,196603,2,0,999000000,5,1,201706,0,0,2,0,6,0,0,0,,13610 FALMOUTH
16021744,ZONTA INTERNATIONAL,% MARILYN DI BONAVENTURO,PO BOX 1904,BANGOR,ME,04402-1904,0,3,3,1000,201507,1,15,999000000,1,1,201712,0,0,2,0,12,0,0,0,W12,BANGOR
16021750,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% PATRICIA MARTIN,PO BOX 237,BANGOR,ME,04402-0237,239,4,9,3000,196603,2,0,999000000,5,1,201806,0,0,2,0,6,0,0,0,,13672 BANGOR
16021753,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% MICHELLE LEACH,PO BOX 493,BELFAST,ME,04915-0493,239,4,9,3000,196603,2,0,999000000,5,1,201806,0,0,2,0,6,0,0,0,,13638 BELFAST
16021760,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% DEENA BRUNS,PO BOX 6302,CAPE ELIZ,ME,04107-0102,239,4,9,3000,196603,2,0,999000000,5,1,201806,0,0,2,0,6,0,0,0,,13605 CAPE ELIZABETH
16021765,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ROBERT DORSEY,PO BOX 583,FT FAIRFIELD,ME,04742-0583,239,4,9,3000,194012,2,0,999000000,5,1,201706,0,0,2,0,6,0,0,0,,13679 FORT FAIRFIELD
16021767,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% JERRILL N WEST,46 CANAAN RD,HARTLAND,ME,04943-3540,239,4,9,3000,196603,2,0,999000000,5,1,201806,0,0,2,0,6,0,0,0,,13648 HARTLAND-ST ALBANS
16021774,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% KELLY BEAUDOIN,PO BOX 444,MONMOUTH,ME,04259-0444,239,4,9,3000,196603,2,0,999000000,5,1,201806,0,0,2,0,6,0,0,0,,13652 MONMOUTH
16021778,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% LINDA MAILHOT,198 SACO AVE,OLD ORCHD BCH,ME,04064-1334,239,4,9,3000,194012,2,0,911520000,5,1,201706,0,0,2,0,6,0,0,0,S80,13624 OLD ORCHARD BEACH
16021782,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% GERALD BUTTS,PO BOX 644,SCARBOROUGH,ME,04070-0644,239,4,9,3000,196603,2,0,999000000,5,1,201806,0,0,2,0,6,0,0,0,,13629 SCARBOROUGH
16021783,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% CHARLES NORMAN,PO BOX 254,S THOMASTON,ME,04858-0254,239,4,9,3000,196603,2,0,999000000,5,1,201706,0,0,2,0,6,0,0,0,,13661 SOUTH THOMASTON
16021784,LIONS INTERNATIONAL VAN BUREN CLUB,% KENNETH DAIGLE,29 MAIN ST STE 103,VAN BUREN,ME,04785-1519,239,4,9,3000,196603,2,0,999000000,5,1,201706,0,0,2,0,6,0,0,0,,13693
16021785,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% PATRICK TRAINOR,5 BIRCH HILL RD,VINALHAVEN,ME,04863-3061,239,4,9,3000,194012,2,0,911520000,5,1,201806,0,0,2,0,6,0,0,0,,13664 VINALHAVEN
16021788,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% ROBERT A SIMMONS JR,PO BOX 448,WINDHAM,ME,04062-0448,239,4,9,3000,196603,2,0,999000000,5,1,201706,0,0,2,0,6,0,0,0,,13634 WINDHAM
16022275,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% ELIZABETH YORK TREASURER,5 FIELD RD,MARS HILL,ME,04758-3208,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME DELTA CHAPTER
16022315,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,% WAYNE POLAND,PO BOX 1933,WINDHAM,ME,04062-1933,1338,5,9,3000,196604,2,0,263000000,5,1,201812,0,0,2,0,12,0,0,0,,SOUTHERN MAINE LABOR COUNCIL
16022340,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,% CARL ANDERSON,118 PARK ST,ROCKLAND,ME,04841-2842,160,5,9,3000,196609,2,0,263264279,5,1,201612,0,0,2,0,12,0,0,0,,L1584 ROCKLAND
16022506,BLUE HILL HISTORICAL SOCIETY,% SUSAN GURIN,PO BOX 710,BLUE HILL,ME,04614-0710,0,3,3,1200,196911,1,15,62000000,1,1,201712,0,0,2,0,12,0,0,0,,
16022632,WESTPORT COMMUNITY ASSOCIATION,,6 FOWLES POINT RD,WESTPORT IS,ME,04578-3237,0,3,3,1200,201709,1,15,0,1,1,201806,0,0,2,0,6,0,0,0,S22,
16022776,PARKER POND ASSOCIATION INC,% WAINE P WHITTIER,321 TOWER RD,VIENNA,ME,04360-3018,0,3,3,2100,200407,1,15,999000000,1,1,201712,0,0,2,0,12,0,0,0,C27,
16022795,DELTA KAPPA GAMMA SOCIETY,% SHIRLEY ELLIS,737 KIRKLAND RD,OLD TOWN,ME,04468-5813,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME ALPHA CHAPTER
16022796,DELTA KAPPA GAMMA SOCIETY,% BARBARA PENLEY,57 RIVERBEND DR,YARMOUTH,ME,04096-7746,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME BETA CHAPTER
16022797,DELTA KAPPA GAMMA SOCIETY,% LYNN HOENIG,1067 E WALDO RD,BELFAST,ME,04915-7334,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME EPSILON CHAPTER
16022798,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% JANICE DRIVER,37 WOODLANDS PT RD,WEST BATH,ME,04530-6342,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME ETA CHAPTER
16022799,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% MYRNA L DUPLESSIE,8 FAIRFIELD ST,AUGUSTA,ME,04330-4402,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME GAMMA CHAPTER
16022800,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% JANETH FILGATE,97 BYDON WAY,WESTBROOK,ME,04092-0000,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME IOTA CHAPTER
16022801,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% RITA LACHANCE-STEVENS,17 KENDALL ST,AUGUSTA,ME,04330-4201,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME KAPPA CHAPTER
16022802,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% BARBARA MALOY,PO BOX 95,MACHIASPORT,ME,04655-0095,1741,6,9,2000,196506,2,0,205000000,5,1,201706,0,0,2,0,6,0,0,0,,ME LAMBDA CHAPTER
16022803,DELTA KAPPA GAMMA SOCIETY,% MAUREEN DOWNS,37 PEARL ST,LEWISTON,ME,04240-5645,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME MU CHAPTER
16022804,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% WANDA CALLAHAN,82 AL BERTA LN,UNION,ME,04862-4667,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME NU CHAPTER
16022805,DELTA KAPPA GAMMA SOCIETY,% TERESA BRZUSTOWICZ,40 ACADIA ST,DEXTER,ME,04930-1479,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME OMICRON CHAPTER
16022808,DELTA KAPPA GAMMA SOCIETY,% JOAN LANEY,36 WINTER DR,EMBDEN,ME,04958-3406,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME XI CHAPTER
16022809,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% MARY LOU BURNS,595 BUCKFIELD RD,SOUTH PARIS,ME,04281-6104,1741,6,9,2000,196506,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,ME ZETA CHAPTER
16023311,BUCKSPORT HISTORICAL SOCIETY,% FRANCES D BEMIS,92 MAIN STREET,BUCKSPORT,ME,04416-0000,0,3,3,2000,196702,1,15,62000000,1,1,201812,0,0,2,0,12,0,0,0,,
16023316,VOITURE NATIONALE LA SOCIETE DES 40 HOMMES ET 8 CHEVAUX,% HERBERT F MANN JR,30 E WEST LANE,BELGRADE,ME,04917-4244,257,19,9,1000,196701,1,0,319907000,5,1,201812,0,0,2,0,12,0,0,0,,308 VOITURE LOCALE
16023317,VOITURE NATIONALE LA SOCIETE DES 40 HOMMES ET 8 CHEVAUX,% DELWIN WILSON,183 KINGS HWY,MASON TWP,ME,04217-7219,257,19,9,1000,196701,1,0,319907000,5,1,201812,0,0,2,0,12,0,0,0,,613 VOITURE LOCALE
16023498,TOASTMASTERS INTERNATIONAL,% BANGOR TOASTMASTERS CLUB,11 GENIE DR,BREWER,ME,04412-1827,820,3,9,2000,194505,1,16,59319000,1,1,201812,0,0,2,0,12,0,0,0,,897 BANGOR TOASTMASTERS CLUB
16023507,SIGMA PHI ALPHA DENTAL HYGIENE HONOR SOCIETY,% COURTNEY VANNAH,716 STEVENS AVE,PORTLAND,ME,04103-2656,1844,3,9,1200,196703,1,16,59602040,5,1,201812,0,0,2,0,12,0,0,0,,UNIV OF NEW ENGLAD ALPHA BETA CHPTR
16023554,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,% CHARLES KETTELL,103 RABBIT RD,DURHAM,ME,04222-5241,943,3,9,1200,194605,1,16,119602281,5,1,201712,0,0,2,0,12,0,0,0,,K014 BRUNSWICK
16023563,AMERICAN LEGION MALCOLM GLIDDEN POST 163,% DOROTHY-ANN SHANNON-SHOREY,415 VARNEY SHR,PALERMO,ME,04354-6228,925,19,9,1000,196305,1,0,907908000,5,1,201712,0,0,2,0,12,0,0,0,,163 M GLIDDEN
16023628,OWLS HEAD VOLUNTEER FIRE CO INC,% FRANK E ROSS,335 N SHORE DR,OWLS HEAD,ME,04854-3107,0,4,3,3000,197303,1,0,407000000,1,1,201712,0,0,2,0,12,0,0,0,,
16023660,SOCIETY OF MANUFACTURING ENGINEERS,% SARAH KELLEY,101 MCALISTER FARM RD,PORTLAND,ME,04103-5915,1207,3,9,2000,196705,1,16,161180059,5,1,201712,0,0,2,0,12,0,0,0,,46 DOWNEAST ME CHAPTER
16023665,ASHLAND LOGGING MUSEUM INC,% SUSAN CAMERON,PO BOX 631,ASHLAND,ME,04732-0631,0,3,3,2000,196705,1,15,60000000,1,1,201712,0,0,2,0,12,0,0,0,,
16023909,AMERICAN POSTAL WORKERS UNION,% PRESIDENT,PO BOX 1233,BANGOR,ME,04402-1233,2474,5,9,3000,197311,2,0,538000000,5,1,201812,0,0,2,0,12,0,0,0,,536 BANGOR AREA LOCAL
16023912,INTERNATIONAL ASSOCIATION OF ELECTRICAL INSPECTORS,% CHARLIE DEANGELIS,81 HAROLD ST,LEWISTON,ME,04240-4209,1330,6,9,2000,196706,2,0,200000000,5,1,201712,0,0,2,0,12,0,0,0,,PINE TREE CHAPTER
16023921,NORTHEAST HARBOR VILLAGE IMPROVEMENT SOCIETY,% RICHARD A HILL,PO BOX 86,HANCOCK,ME,04640-0086,0,3,3,1000,196705,1,16,402350000,1,1,201712,0,0,2,0,12,0,0,0,,
16023928,THE GARDNER ROBERTS MEMORIAL LIBRARY ASSOCIATION,% DONNA WORCESTER,25 FERRY ROAD,HANOVER,ME,04237-0000,0,3,3,1000,200601,1,15,0,5,1,201712,0,0,2,0,12,0,0,0,B12,
16024007,MAINE ASSOCIATION OF PLANNERS,% JANE LAFLEUR TREASURER,100 MAIN ST,TOPSHAM,ME,04086-1209,0,6,3,3000,196708,2,0,205000000,5,1,201806,0,0,2,0,6,0,0,0,,
16024171,SUPREME EMBLEM CLUB OF THE UNITED STATES OF AMERICA-200,% KIM MATTHEWS,35 MAURICE AVE,THOMASTON,ME,04861-3834,1065,4,9,3000,196701,2,0,602160040,5,1,201706,0,0,2,0,6,0,0,0,,ROCKLAND
16024179,PI BETA PHI FRATERNITY,% GREEK LIFE OFFICE,C/O GREEK LIFE OFFICE,ORONO,ME,04469-0001,544,7,9,1000,196702,2,0,34036319,5,1,201806,0,0,2,0,6,0,0,0,,MAINE ALPHA CHAPTER
16024272,NATIONAL ASSOCIATION OF LETTER CARRIERS,% A S WOODHEAD,PO BOX 1642,AUBURN,ME,04211-1642,685,5,9,3000,194409,2,0,263264279,5,1,201712,0,0,2,0,12,0,0,0,,345 AUBURN MAINE
16024277,NATIONAL ASSOCIATION OF LETTER CARRIERS,% ERIC ANDERSON,60 SECOND AVE,AUGUSTA,ME,04330-6634,685,5,9,3000,194409,2,0,263264279,5,1,201712,0,0,2,0,12,0,0,0,,774 GARDINER MAINE
16024288,NATIONAL ASSOCIATION OF LETTER CARRIERS,% MICHELLE JOHNSON,30 SCHOOL ST,SANFORD,ME,04073-3062,685,5,9,3000,194409,2,0,263264279,5,1,201612,0,0,2,0,12,0,0,0,,1448 SANFORD MAINE
16024341,MAINE CHAPTER OF CLU & CHFC,% DENNIS ROBILLARD,PO BOX 942,OLD ORCHD BCH,ME,04064-0942,0,6,3,2000,196709,2,0,205000000,1,1,201706,0,0,2,0,6,0,0,0,,
16024433,DISABLED AMERICAN VETERANS,% LESTER J DUBOIS,PO BOX 263,FT KENT MLS,ME,04744-0263,557,4,9,3000,194206,1,0,264927160,5,1,201806,0,0,2,0,6,0,0,0,,9 PRNT-OUEL ST J VLY
16024434,DISABLED AMERICAN VETERANS,% JAMES GEHRING,182 CENTERLINE RD,PRESQUE ISLE,ME,04769-5221,557,4,9,3000,194206,1,0,264927160,5,1,201806,0,0,2,0,6,0,0,0,,10 SMART-RICKER
16024437,DISABLED AMERICAN VETERANS,% EDWARD TYLER,5 HAMILTON ST,S PORTLAND,ME,04106-4462,557,4,9,3000,194206,1,0,908279265,5,1,201806,0,0,2,0,6,0,0,0,W30,3 ALBERT S WORTHEN
16024439,DISABLED AMERICAN VERERANS,% JERRY L DEWITT,80 POND RD,NEW GLOUCESTR,ME,04260-2600,557,4,9,3000,194206,1,0,264927160,5,1,201806,0,0,2,0,6,0,0,0,,11 EMILIEN HAMANN
16026869,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% NARFE,1115 N MAIN ST,BREWER,ME,04412-1241,1599,5,9,3000,196703,2,0,264480279,5,1,201812,0,0,2,0,12,0,0,0,,485
16026873,APPLETON HIGH SCHOOL ALUMNI ASSOCIATION,% LORA J HILLS,PO BOX 131,UNION,ME,04862-0131,0,3,3,1000,201410,1,15,34040000,1,1,201712,0,0,2,0,12,0,0,0,B84,
16027627,NATIONAL AUXILIARY OF THE SONS OF UNION VETERANS OF THE CIVIL WAR US,% ANNE SOSNOWSKI,12 COYNE MCKAY LN,KENNEBUNK,ME,04043-6298,457,4,9,3000,194108,2,0,908160279,5,1,201812,0,0,2,0,12,0,0,0,,MAINE AUXILIARY
