Index,Name,Type,Link,Full URL
2,MAINE-LY GULLS AND BUOYS,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D19990150%2BM&sa=D&ust=1569253417180000&usg=AFQjCNEPyzrVhUfWC1ybf5Nj52LOjrTRoA
3,"MAINE-LY GYMNASTICS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20012629%2BD&sa=D&ust=1569253417181000&usg=AFQjCNEODic0DSmErBk6ykBIWXdvuSZzhA
4,"MAINE-LY GYMNASTICS, INC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20120160%2BD&sa=D&ust=1569253417181000&usg=AFQjCNFnI-BaKzWJCcBq3LMQ375qfjXlRQ
5,MAINELY GAMES,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20160181%2BM&sa=D&ust=1569253417182000&usg=AFQjCNHh1PgZRpk9uF9MPAOSDAWnlvVSuw
6,"MAINELY GEMS AND JEWELRY, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20100517%2BD&sa=D&ust=1569253417182000&usg=AFQjCNFtsGw79dERw3uvohw_9utOl0Fwmw
7,MAINELY GENETICS LLC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20172899DC&sa=D&ust=1569253417183000&usg=AFQjCNHW4vPuP_ITEC3Eudz_QV3N3a_oYg
8,MAINELY GIFTED,ASSUMED,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20020118ND&sa=D&ust=1569253417183000&usg=AFQjCNG_cGAnvDA_v99k9vwwT_nP2N0P-Q
9,MAINELY GIRLS,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20000406ND&sa=D&ust=1569253417184000&usg=AFQjCNHWY4SmcMx49jnQXSYwup7QRBvz0g
10,"MAINELY GLAMPING, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20171817DC&sa=D&ust=1569253417184000&usg=AFQjCNHh025h0yqV7CS4E0wYJfHNvRfELA
11,MAINELY GLASS INC.,ASSUMED,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20160661%2BD&sa=D&ust=1569253417184000&usg=AFQjCNGi20Sh5bL9Gpopnomj_IzTb5qmAg
12,"MAINELY GLOVES, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20113741DC&sa=D&ust=1569253417185000&usg=AFQjCNEuR0SFehMRf6WmiYNWOqbU11wUrA
13,MAINELY GOAT RESCUE,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20180404ND&sa=D&ust=1569253417185000&usg=AFQjCNHlga9yhdAgstD6_FJUd6ZV32Vfdw
14,MAINELY GOAT SOAP,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20160127%2BM&sa=D&ust=1569253417186000&usg=AFQjCNE5uDzY2QNkrvygn4Es6dYvLWzvQQ
15,MAINELY GOLF CONSTRUCTION,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19991830%2BD&sa=D&ust=1569253417186000&usg=AFQjCNFpi9D6N362QtrJ0JaraV_1GB-blA
16,MAINELY GOURMET FOODS & GIFTS L.L.C.,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19980126DC&sa=D&ust=1569253417187000&usg=AFQjCNEKlxud09U6QFgdz-8qOe8cxdkmbw
17,MAINELY GOURMET,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D19870240%2BM&sa=D&ust=1569253417188000&usg=AFQjCNG805WFPsY6BEXmEhSAfPMCB6cVsw
18,MAINELY GOURMET,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20080199%2BM&sa=D&ust=1569253417188000&usg=AFQjCNHebKbVLIJD2OEoS3KjQaxQFkcVRw
19,"MAINELY GRASS HOLDINGS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20175562DC&sa=D&ust=1569253417189000&usg=AFQjCNFm7qh4pttAgvmrpcXqDhcMsaiQJQ
20,"MAINELY GRASS OF NORTHEASTERN MA, INC.",FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20150994%2BD&sa=D&ust=1569253417189000&usg=AFQjCNFf-roalBPJuhSSC7FlPUCe-yfZtw
21,"MAINELY GRASS OF SOUTHEASTERN MA, INC.",FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20130466%2BD&sa=D&ust=1569253417190000&usg=AFQjCNFPVR-Rqh98Ss39S-kGZVC6HqtlMw
22,"MAINELY GRASS, INC.",FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19982352%2BD&sa=D&ust=1569253417190000&usg=AFQjCNEF3SlZ1tCDaGeH-_6H6cKLGUO0yg
23,"MAINELY GREEN CLEANING SERVICES, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20153271DC&sa=D&ust=1569253417191000&usg=AFQjCNHbu61xYiDkVprQ0TfvkTdOSXPb1A
24,MAINELY GREEN CLEANING,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20080073%2BM&sa=D&ust=1569253417191000&usg=AFQjCNEeRyp8lcu5iplad7FhymMnsgwTLQ
25,"MAINELY GREEN, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20172145DC&sa=D&ust=1569253417191000&usg=AFQjCNFfcvSVTz2Jv1ziOpzQjuS9pYzCmw
26,MAINELY GREENERY LLP,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20200001DP&sa=D&ust=1569253417192000&usg=AFQjCNFn_sb30NRlloSWGpVHnvtpZ7ZbOQ
27,MAINELY GREENS,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20120503ND&sa=D&ust=1569253417192000&usg=AFQjCNE0MBtW7ybq0BPSVQVD5wrYYCnmEA
28,MAINELY GREYHOUNDS,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19940049ND&sa=D&ust=1569253417193000&usg=AFQjCNGaHPPYFns4fiTJX9efjijM43ZXaQ
29,MAINELY GROCERY STORE,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20141162%2BD&sa=D&ust=1569253417193000&usg=AFQjCNGKJwjebF_LY-6uwh7YOlJ-qSIjIg
1,MAINE-LY HARMONY,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19860247ND&sa=D&ust=1569253417194000&usg=AFQjCNHhrCCGaMk_t9yJaIIJ6zknReXfVg
2,"MAINE-LY HAY, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20141773DC&sa=D&ust=1569253417194000&usg=AFQjCNGT4kl74dfS-gsT4kA9oSykzbUgpA
3,MAINE-LY HEALTHY VENDING LLC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20121127DC&sa=D&ust=1569253417195000&usg=AFQjCNHT-f7JWIJjUuLU8aLjsJ5NItKO3w
4,MAINE-LY HEARING,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20100056%2BM&sa=D&ust=1569253417195000&usg=AFQjCNEpGTg3w5BUlWL9kl3_-Zm4GUELjg
5,"MAINE-LY HEATING OIL, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20111132DC&sa=D&ust=1569253417195000&usg=AFQjCNERZtsrNmy57mRf_tvnUPzUv9HbYw
6,"MAINE-LY HISTORIC HOMES & GARDENS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20161264DC&sa=D&ust=1569253417196000&usg=AFQjCNGsec5xNcbAx0NvEQOsCsxl0LbpJw
7,"MAINE-LY HOME ACQUISITIONS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20160027FC&sa=D&ust=1569253417196000&usg=AFQjCNFrXnI9mNAStWxN_d6az2AlO5Nu5A
8,MAINE-LY HOME IMPROVEMENTS CORP.,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19870530%2BD&sa=D&ust=1569253417197000&usg=AFQjCNGamgf-7MhIG4mFwZyxAH-OhoQO-A
9,MAINE-LY HYDROPONICS,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19980802%2BD&sa=D&ust=1569253417197000&usg=AFQjCNHTbCGshfPLKChkATUoETgtL7BgTA
10,"MAINELY HAIR, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19951299%2BD&sa=D&ust=1569253417198000&usg=AFQjCNFIGjzLL898uKzkHo5AbK8IrFWRqQ
11,"MAINELY HANDRAILS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20184778DC&sa=D&ust=1569253417198000&usg=AFQjCNHsqu6frimOZXKDgGD2s6MqMvSIaQ
12,"MAINELY HARDSCAPES, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20161091DC&sa=D&ust=1569253417199000&usg=AFQjCNHFDjvXSaK9_-zB89fj5WzOVVNhVQ
13,MAINELY HARDSCAPES,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20120742%2BD&sa=D&ust=1569253417199000&usg=AFQjCNE4VtqWKsCaujrG4JBsEvKgk4sjvQ
14,"MAINELY HEALTH AND NUTRITION, L.L.C.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20134106DC&sa=D&ust=1569253417200000&usg=AFQjCNEH94uXby_JYDQqZqLkMh4uQPyBjQ
15,MAINELY HEALTH AND SAFETY LLC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20187046DC&sa=D&ust=1569253417200000&usg=AFQjCNF0xfwJo4wSZgO3PZwb8jznMaywMw
16,MAINELY HEALTHCARE RECEIVABLES,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20081597%2BD&sa=D&ust=1569253417201000&usg=AFQjCNG2yKu9nQ29jaOKDeOZAv9OT1tpDQ
17,"MAINELY HEALTHY MOUTHS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20100325ND&sa=D&ust=1569253417201000&usg=AFQjCNHPbVJc_hfCa_uL-bfzq1-eyxgPrA
18,"MAINELY HEAT PUMPS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20152345DC&sa=D&ust=1569253417202000&usg=AFQjCNFVG5SpKRMh7L89d_EMG36lDqAGeA
19,"MAINELY HEATING, LLC",FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20111132DC&sa=D&ust=1569253417202000&usg=AFQjCNF2tHLYeDFMb1dHXKMA-m-KFfr3kg
20,MAINELY HELPERS INC.,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20111057%2BD&sa=D&ust=1569253417202000&usg=AFQjCNGSLgjwK6lZA3Kvo7X8xf0nlLv7Hw
21,MAINELY HELPING HANDS,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D19930037%2BM&sa=D&ust=1569253417203000&usg=AFQjCNGkQTPCmpKATuNSZwkXQERYwbfWPw
22,"MAINELY HEMP, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20196672DC&sa=D&ust=1569253417203000&usg=AFQjCNHso-u_HNp-xotMEMGbRdSnioS4rA
23,"MAINELY HERBALS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19981011%2BD&sa=D&ust=1569253417204000&usg=AFQjCNEQCRNXwD4s9NkJzxMJNlH7EHsjIg
24,MAINELY HERBS,ASSUMED,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20083392DC&sa=D&ust=1569253417204000&usg=AFQjCNH4HwK3j3kW5KjDlWi4NXfpTSxy8w
25,MAINELY HOLDINGS LIMITED PARTNERSHIP,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20090000LP&sa=D&ust=1569253417205000&usg=AFQjCNF_EzWeq3rmIdKFkLifcM3q4_py3g
26,MAINELY HOME IMPROVEMENT,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20100636%2BD&sa=D&ust=1569253417205000&usg=AFQjCNEHxR1DcBhBIYGXhxtRTnAxKp0hLg
27,MAINELY HOME REPAIRS,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20110124%2BM&sa=D&ust=1569253417206000&usg=AFQjCNFTShCopqVADcKcfw6Js-AgL45hiQ
28,"MAINELY HOMES & FARMS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20060391DC&sa=D&ust=1569253417206000&usg=AFQjCNHEp6vtoxEUGYG3S3dfyvqTmd6asQ
29,MAINELY HOMES LLC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20161719DC&sa=D&ust=1569253417207000&usg=AFQjCNH1X5YZ8k1vEWV7dgFj3OYT-l2hqw
30,"MAINELY HOMES, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19872522%2BD&sa=D&ust=1569253417207000&usg=AFQjCNFMmCcHNZrTP2PgyYUC014-aQNUNQ
31,"MAINELY HOURS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20081018%2BD&sa=D&ust=1569253417208000&usg=AFQjCNG0GKGBON2iauuRraRK0in9g65riA
32,"MAINELY HOUSE, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20190605FC&sa=D&ust=1569253417208000&usg=AFQjCNEvp7Fw397TKlEXNcDyblt5Bihrpw
33,"MAINELY HRT, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20141924DC&sa=D&ust=1569253417209000&usg=AFQjCNEkqzbCjegcoUrm0TeSw6qnkFdXgg
34,"MAINELY HYDRO, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20153517DC&sa=D&ust=1569253417209000&usg=AFQjCNE2vF4rw2o3CLF9rxH7oEVMKtC3mw
35,MAINELYHIKING LLC,FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20071674DC&sa=D&ust=1569253417210000&usg=AFQjCNFA8x8xU20fG1X2l4rCV6jYcaYlsw
36,MHBI MAINELY HOME & BUILDING INSPECTIONS,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20020006%2BM&sa=D&ust=1569253417211000&usg=AFQjCNEBwKGa2ZvtmrCIb8RqL-L3IX1W0Q
1,DAVE GOVE'S MAINE-LY IMPORTS,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D19970211%2BM&sa=D&ust=1569253417211000&usg=AFQjCNF0Bil6g9wbjSYMcMlFhcrEpN8hCg
2,MAINE-LY ICE CREAM,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D19910214%2BM&sa=D&ust=1569253417212000&usg=AFQjCNHmqRIGAfJJa8JpitMxMiW_cqWQaw
3,"MAINE-LY IMPORTS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19971497%2BD&sa=D&ust=1569253417212000&usg=AFQjCNE3rYSpQYZw2bby8xfRvwjh-yRsew
4,MAINE-LY INK INCORPORATED,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20091149%2BD&sa=D&ust=1569253417213000&usg=AFQjCNF4D8XevDgQEYQ69KHMqvfOTguzNA
5,MAINE-LY INSPECTION SERVICES INC.,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20150476%2BD&sa=D&ust=1569253417213000&usg=AFQjCNFuJdCv2mBYTTMspMYF3KA2hlZlmg
6,MAINE-LY INSPECTION SERVICES LLC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20093053DC&sa=D&ust=1569253417214000&usg=AFQjCNEPhoJ6hajfvh5q9daCcWp9ehgNSw
7,MAINE-LY IRISH,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20030258%2BM&sa=D&ust=1569253417214000&usg=AFQjCNGG4IMFsFVHlAB2ERg4s5knFum_Hg
8,"MAINELY ICE CREAM, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20154514DC&sa=D&ust=1569253417214000&usg=AFQjCNFoR5G054jRsYDuV2SKE1yc-atxQw
9,"MAINELY ICE, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20170412DC&sa=D&ust=1569253417215000&usg=AFQjCNFVYWRbJQO6JSqACIkhdvn_AIfGzQ
10,MAINELY ICE,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20190095%2BM&sa=D&ust=1569253417215000&usg=AFQjCNE03xFB2fEf4rXhgZnEr_tecbsLvQ
11,"MAINELY IDEAS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20154014DC&sa=D&ust=1569253417216000&usg=AFQjCNGsT9ZrCU8YRoVyhmDaxUKFCCT-Xg
12,MAINELY IMAGE WEAR INC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20160423%2BD&sa=D&ust=1569253417216000&usg=AFQjCNE1RV3_X7pbbqoE3Q9mRSWJq_KOiA
13,MAINELY INDEPENDENT,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20010962%2BD&sa=D&ust=1569253417217000&usg=AFQjCNEo_r-zqv6Ss9qfh3NnVTUCp8qRYA
14,"MAINELY INFUSIONS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20181720DC&sa=D&ust=1569253417217000&usg=AFQjCNGprkdLMbNXOkUvsRWIcmL2jS6YUw
15,"MAINELY INSPECTIONS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20002269%2BD&sa=D&ust=1569253417217000&usg=AFQjCNFg6OQROiCf-bgkw_SRNvNPmW9AKQ
16,"MAINELY INTENSIVE THERAPIES, L.L.C.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20102899DC&sa=D&ust=1569253417218000&usg=AFQjCNFGVYwnBhxkHB5aUDSwybF2SPFyVQ
17,MAINELY INTERIORS,ASSUMED,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20081252%2BD&sa=D&ust=1569253417218000&usg=AFQjCNHudedrW1KNR6dVVRjMbws5k2q9Ow
18,"MAINELY INTERNET, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19970720%2BF&sa=D&ust=1569253417219000&usg=AFQjCNFEMZ1mpZvvS5CvZjV0s_N-lSy3Hw
19,"MAINELY INVESTMENT PROPERTIES, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20042628DC&sa=D&ust=1569253417219000&usg=AFQjCNHCI1ptS1gPeNLvpn29ykKKS86DlQ
20,MAINELY INVESTMENTS,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19890255%2BD&sa=D&ust=1569253417220000&usg=AFQjCNGf1MP0CzcYZ-_i70Wmiba1HkWQJw
21,MAINELY IT LLC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20197625DC&sa=D&ust=1569253417220000&usg=AFQjCNFfl5MsfSmscOZex8U9qUiCxG1pXw
22,"MAINELYI REPAIR, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20153875DC&sa=D&ust=1569253417221000&usg=AFQjCNHlfu-orHzWoKE3O2o3Uz1PfnIDLQ
23,"MAINELYI, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20120209DC&sa=D&ust=1569253417221000&usg=AFQjCNFagOTklCP-NIAd8FPl_n4k6pYoMg
1,"MAINE-LY JEEPS, LLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20120453DC&sa=D&ust=1569253417222000&usg=AFQjCNEI20J_66CUaAVxPG6udYN0ARl9pQ
2,"MAINELY JEWELS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19942045%2BD&sa=D&ust=1569253417222000&usg=AFQjCNHVlnedJP9Wl8r_htLViTI1tjeXfg
3,MAINELY JORDAN PROPERTIES LLC,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20195671DC&sa=D&ust=1569253417223000&usg=AFQjCNHYHJePt_R1mKPUpMzcSo9CWZgKCw
4,"MAINELY JUNK REMOVAL & DELIVERY SERVICES, LLC",FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20190825%2BD&sa=D&ust=1569253417223000&usg=AFQjCNGkSnMrFKTOup2X_iyxy5jgLo45zA
5,"MAINELY JUNK REMOVAL & PROPERTY SERVICES, LLC",FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20190825%2BD&sa=D&ust=1569253417224000&usg=AFQjCNGat3xF5K6n6KMAHoCyygAcwpyriA
6,MAINELY JUNK REMOVAL AND PROPERTY SERVICES,FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20190825%2BD&sa=D&ust=1569253417224000&usg=AFQjCNGat3xF5K6n6KMAHoCyygAcwpyriA
7,MAINELY JUST-US UNLIMITED INC.,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D19990117ND&sa=D&ust=1569253417225000&usg=AFQjCNFDzPTrjh7WHo0b9nUwAbqKlSD6tw
1,MAINELY K9,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20150250%2BD&sa=D&ust=1569253417225000&usg=AFQjCNGTK0zxW7wkC2uNQ7VpVYELo-3TiQ
2,"MAINELY KIDS & TEENS, LLC",FORMER,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20153776DC&sa=D&ust=1569253417226000&usg=AFQjCNGpZqb40IqAQg0J37A8eBK6ryrAzQ
3,"MAINELY KIDS & TEENS, PLLC",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20153776DC&sa=D&ust=1569253417226000&usg=AFQjCNGpZqb40IqAQg0J37A8eBK6ryrAzQ
4,MAINELY KIDS CHILD CARE & PRESCHOOL,ASSUMED,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20060577%2BD&sa=D&ust=1569253417227000&usg=AFQjCNEaFccCdUf_544HzngDjwIp1xfehQ
5,MAINELY KIDS CHILD CARE,LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20060577%2BD&sa=D&ust=1569253417228000&usg=AFQjCNFX8a0IrvmybDso9yEeyJ0pbENI5Q
6,MAINELY KIDS CHILDCARE & PRESCHOOL,MARK,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm%3D20060296%2BM&sa=D&ust=1569253417228000&usg=AFQjCNEYscru0d4EODh2_PmJQS9TFRQOdg
7,"MAINELY KIDS, INC.",LEGAL,Information Summary,https://www.google.com/url?q=https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm%3D20042360%2BD&sa=D&ust=1569253417229000&usg=AFQjCNF570WI9N6YK8UKU0nKyMwPf7EgGw
