,facility.id,facility.callSign,facility.service,facility.rfChannel,facility.virtualChannel,facility.licenseExpirationDate,facility.statusDate,facility.status,facility.communityCity,facility.communityState,facility.facilityType,facility.frequency,facility.activeInd,facility.scannedLetterIds,facility.cenEmail,facility.cenPhone,facility.partyName,facility.partyAddress1,facility.partyAddress2,facility.partyCity,facility.partyZip1,facility.partyZip2,facility.partyState,facility.partyPhone,facility.nielsenDma,facility.networkAfil,facility.band,facility.authAppId,facility.authAppIdLMS,facility.lmsRenewalId,facility.postCardId,facility.mainStudioContact.contactAddress1,facility.mainStudioContact.contactAddress2,facility.mainStudioContact.contactCity,facility.mainStudioContact.contactZip,facility.mainStudioContact.contactZipExt,facility.mainStudioContact.contactState,facility.mainStudioContact.contactPhone,facility.mainStudioContact.contactFax,facility.mainStudioContact.contactWebsite,facility.mainStudioContact.contactEmail,facility.mainStudioContact.contactName,facility.mainStudioContact.contactTitle,facility.mainStudioContact.contactPhoneExt,facility.ccContact.contactAddress1,facility.ccContact.contactAddress2,facility.ccContact.contactCity,facility.ccContact.contactZip,facility.ccContact.contactZipExt,facility.ccContact.contactState,facility.ccContact.contactPhone,facility.ccContact.contactFax,facility.ccContact.contactWebsite,facility.ccContact.contactEmail,facility.ccContact.contactName,facility.ccContact.contactTitle,facility.ccContact.contactPhoneExt
117,56569,WCLZ,FM Station,255,,04/01/2022,,LICENSED,NORTH YARMOUTH,ME,H,98.9,Y,,,,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,,MI,(313)886-7070,,,,1414392,,,1580162,420 Western Ave.,,South Portland,04106,,ME,207-774-4561,207-774-3788,989wclz.com,pfhelp@portlandradiogroup.com,,,,,,,,,,,,,,,,
118,57301,WMCM,FM Station,277,,04/01/2022,12/21/2001,LICENSED,ROCKLAND,ME,H,103.3,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,1716946,,,,15 Payne Ave,,Rockland,04841,,ME,(207)623-9000,,http://www.971thebear.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
119,58536,WYNZ,FM Station,265,,04/01/2022,,LICENSED,SOUTH PORTLAND,ME,H,100.9,Y,,,,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,,MI,(313)886-7070,,,,1331524,,,1580161,420 Western Ave.,,South Portland,04106,,ME,207-774-4561,207-774-3788,rewind1009.com,pfhelp@portlandradiogroup.com,,,,,,,,,,,,,,,,
120,58548,WMGX,FM Station,226,,04/01/2022,,LICENSED,PORTLAND,ME,H,93.1,Y,,,,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",73 KERCHEVAL AVENUE,,GROSSE POINTE FARMS,48236,,MI,(313)886-7070,,,,1059016,,,1580154,420 Western Ave.,,South Portland,04106,,ME,207-774-4561,207-774-3788,coast931.com,pfhelp@portlandradiogroup.com,,,,,,,,,,,,,,,,
121,59505,WKVV,FM Station,269,,04/01/2022,,LICENSED,SEARSPORT,ME,ED,101.7,Y,,,,EDUCATIONAL MEDIA FOUNDATION,5700 WEST OAKS BLVD.,,ROCKLIN,95765,,CA,(916)251-1600,,,,1292366,,,1591502,,,,,,,,,,,,,,,,,,,,,,,,,,
122,59534,WXTP,FM Station,294,,04/01/2022,,LICENSED,NORTH WINDHAM,ME,ED,106.7,Y,,,,"RELEVANT RADIO, INC.",1496 BELLEVUE STREET,SUITE 202,GREEN BAY,54307,6060,WI,(920)884-1460,,,,1498863,,,1596820,1496 Bellevue St.,Suite 202,Green Bay,54307,,WI,8772910123,,relevantradio.com,info@relevantradio.com,,,,,,,,,,,,,,,,
123,62289,WBFE,FM Station,256,,04/01/2022,,LICENSED,BAR HARBOR,ME,H,99.1,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,1514430,,,1581363,184 Target Industrial Circle,,Bangor,04401,,ME,(207)947-9100,,http://www.971thebear.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
124,65498,WCXX,FM Station,272,,04/01/2022,,LICENSED,MADAWASKA,ME,H,102.3,Y,,,,THE CANXUS BROADCASTING CORPORATION,152 E. GREEN RIDGE RD,,CARIBOU,04736,3737,ME,(207)473-7513,,,,1493355,,,1603444,152 East Green Ridge Road,,Caribou,04736,,ME,1-800-660-9298,1-207-472-3221,channelxradio.com,channelxradio@yahoo.com,Richard Chandler,,,,,,,,,,,,,,,
125,65675,WFNK,FM Station,298,,04/01/2022,,LICENSED,LEWISTON,ME,H,107.5,Y,,,,"WBIN MEDIA CO., INC.",126 DANIEL STREET,SUITE 200,PORTSMOUTH,03801,,NH,(603)431-0000,,,,1050325,25076f916fcf8e04016fecb412650bed,,1591847,30 Thomas Drive,Unit 4,Westbrook,04092,,ME,(207) 797-0780,,www.1075frankfm.com,sbennett@binradio.com,Stan Bennett,,,,,,,,,,,,,,,
126,66276,WBOR,FM Station,216,,04/01/2022,,LICENSED,BRUNSWICK,ME,ED,91.1,Y,,,,BOWDOIN COLLEGE,5600 COLLEGE STATION,,BRUNSWICK,04011,8447,ME,(207)725-3092,,,,1761304,,,,6200 College Station,Bowdoin College,Brunswick,04011,,ME,207-798-4244,,http://www.wbor.org/,nhintze@bowdoin.edu,Nathan HIntze,,,,,,,,,,,,,,,
127,68297,WABK-FM,FM Station,282,,04/01/2022,,LICENSED,GARDINER,ME,H,104.3,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,58576,,,1581595,125 Community Drive,Suite 201,Augusta,04330,,ME,(207)623-9000,,http://www.big104fm.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
128,68660,WVQM,FM Station,267,,04/01/2022,,LICENSED,AUGUSTA,ME,H,101.3,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,1338218,,,1581637,125 Community Drive,Suite 201,Augusta,04330,,ME,(207)623-9000,,http://www.wvomfm.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
129,69854,WBQQ,FM Station,257,,04/01/2022,,LICENSED,KENNEBUNK,ME,H,99.3,Y,,,,"WBIN MEDIA CO., INC.",126 DANIEL STREET,SUITE 200,PORTSMOUTH,03801,,NH,(603)431-0000,,,,167770,,,1591767,30 Thomas Drive,Unit 4,Westbrook,04092,,ME,(207) 797-0780,,www.999thewolf.com,sbennett@binradio.com,Stan Bennett,,,,,,,,,,,,,,,
130,69855,WHTP-FM,FM Station,284,,04/01/2022,,LICENSED,KENNEBUNKPORT,ME,H,104.7,Y,,,,"MAINESTREAM MEDIA, LLC",89 MUSSEY ROAD,SUITE 100,SCARBOROUGH,04074,,ME,(207)883-0615,,,,210192,,,1596074,89 Mussey Rd.,Suite 100,Scarborough,04074,,ME,2078830615,,hotradiomaine.com,ryan@mainestreamonline.com,Ryan Dillon,,,,,,,,,,,,,,,
131,73885,WHXR,FM Station,292,,04/01/2022,,LICENSED,SCARBOROUGH,ME,H,106.3,Y,,,,"WBIN MEDIA CO., INC.",126 DANIEL STREET,SUITE 200,PORTSMOUTH,03801,,NH,(603)431-0000,,,,1117305,,,1591856,30 Thomas Drive,Unit 4,Westbrook,04092,,ME,(207) 797-0780,,www.1063rocks.com,sbennett@binradio.com,Stan Bennett,,,,,,,,,,,,,,,
132,73718,WSEW,FM Station,204,,04/01/2022,,LICENSED,SANFORD,ME,ED,88.7,Y,,,,WORD RADIO EDUCATIONAL FOUNDATION,P.O. BOX 398,,NEW DURHAM,03855,0398,NH,(603)859-9170,,,,1582737,,,1592867,2 Ridge Road,,New Durham,03855,,NH,603-765-8386,,www.wordradio.net,ron@wordradio.net,Ron Malone,,,,,,,,,,,,,,,
133,73915,WQDY-FM,FM Station,224,,04/01/2022,,LICENSED,CALAIS,ME,H,92.7,Y,,,,"WQDY, INC.",637 MAIN STREET,,CALAIS,04619,,ME,(207)454-7545,,,,291688,,,,637 Main Street,,Calais,04619,,ME,207-454-7545,207-454-3062,www.wqdy.fm,bill@wqdy.fm,William McVicar,,,,,,,,,,,,,,,
134,84096,WBQE,FM Station,229,,04/01/2022,03/26/2012,LICENSED,MILBRIDGE,ME,ED,93.7,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON STREET,,LEWISTON,04240,,ME,(207)783-9101,,,,1781248,,,,63 Texas Avenue,,Bangor,04401,,ME,207-404-5118,207-942-2857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
135,92341,WMDR-FM,FM Station,205,,04/01/2022,01/29/2015,LICENSED,OAKLAND,ME,ED,88.9,Y,,,,"LIGHT OF LIFE MINISTRIES, INC.",160 RIVERSIDE DRIVE,,AUGUSTA,04330,,ME,(207)622-1340,,,,1759943,,,,160 Riverside Drive,,Augusta,04330,,ME,2076221340,,worshipradionetwork.org,publicfile@worshipradionetwork.org,Nadine Beckim,,,,,,,,,,,,,,,
136,92566,WMEP,FM Station,213,,04/01/2022,02/07/2002,LICENSED,CAMDEN,ME,ED,90.5,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON ST,,LEWISTON,04240,3514,ME,(207)783-9101,,,,586807,,,1592496,63 Texas Avenue,,Bangor,04401,,ME,2074045118,2079422857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
137,123284,WMEY,FM Station,201,,04/01/2022,01/24/2013,LICENSED,BOWDOIN,ME,ED,88.1,Y,,,,"LIGHT OF LIFE MINISTRIES, INC.",160 RIVERSIDE DRIVE,,AUGUSTA,04330,,ME,(207)622-1340,,,,1806556,,,,160 Riverside Drive,,Augusta,04330,,ME,2076221340,,worshipradionetwork.org,publicfile@worshipradionetwork.org,Nadine Beckim,,,,,,,,,,,,,,,
138,165949,WTUX,FM Station,266,,04/01/2022,06/03/2010,LICENSED,GOULDSBORO,ME,H,101.1,Y,,,,"BLUEBERRY BROADCASTING, LLC",P.O. BOX 2600,,KENNEBUNKPORT,04046,,ME,(207)967-8094,,,,1368833,,,1581521,184 Target Industrial Circle,,Bangor,04401,,ME,(207)947-9100,,http://www.wtosfm.com/,jackobrien@blueberrybroadcasting.com,,,,,,,,,,,,,,,,
139,170487,WBCQ-FM,FM Station,234,,04/01/2022,10/28/2008,LICENSED,MONTICELLO,ME,H,94.7,Y,,,,"ALLAN H. WEINER & BARBARA A. WEINER, D/B/A WBCQ RADIO",274 BRITTON ROAD,,MONTICELLO,04760,3110,ME,(207)538-9180,,,,1262822,,,1600132,,,,,,,,,,,,,,,,,,,,,,,,,,
140,170898,WTBP,FM Station,209,,04/01/2022,08/16/2012,LICENSED,BATH,ME,ED,89.7,Y,,,,"RELEVANT RADIO, INC.",1496 BELLEVUE STREET,SUITE 202,GREEN BAY,54307,6060,WI,(920)884-1460,,,,1731534,,,,1496 Bellevue St.,Suite 202,Green Bay,54307,,WI,8772910123,,relevantradio.com,info@relevantradio.com,,,,,,,,,,,,,,,,
141,172500,WRKJ,FM Station,203,,04/01/2022,11/03/2011,LICENSED,WESTBROOK,ME,ED,88.5,Y,,,,WORD RADIO EDUCATIONAL FOUNDATION,P.O. BOX 398,,NEW DURHAM,03855,,NH,(603)859-9170,,,,1452499,,,1592856,2 Ridge Road,,New Durham,03855,,NH,603-765-8386,,communityliferadio.org,ron@wordradio.net,Ron Malone,,,,,,,,,,,,,,,
142,172331,WWTP,FM Station,208,,04/01/2022,04/26/2012,LICENSED,AUGUSTA,ME,ED,89.5,Y,,,,"RELEVANT RADIO, INC.",1496 BELLEVUE STREET,SUITE 202,GREEN BAY,54307,,WI,(920)884-1460,,,,1784821,,,,1496 Bellevue St.,Suite 202,Green Bay,54307,,WI,8772910123,,relevantradio.com,info@relevantradio.com,,,,,,,,,,,,,,,,
143,172503,WUMM,FM Station,216,,04/01/2022,01/15/2009,LICENSED,MACHIAS,ME,ED,91.1,Y,,,,UNIVERSITY OF MAINE SYSTEM,46 UNIVERSITY DRIVE,,AUGUSTA,04330,,ME,(207)621-3462,,,,1733049,,,1770427,116 OBrien Ave,102 Reynolds Center,Machias,04654,,ME,207-255-1240,,http://machias.edu/campus-life/student-engagement-inclusion/wumm-radio/,,Jacob Hanley,,,,,,,,,,,,,,,
144,174218,WRPB,FM Station,207,,04/01/2022,11/09/2017,LICENSED,BENEDICTA,ME,ED,89.3,Y,,,,"LIGHT OF LIFE MINISTRIES, INC.",160 RIVERSIDE DRIVE,,AUGUSTA,04330,,ME,(207)622-1340,,,,1696994,,,,160 Riverside Drive,,Augusta,04330,,ME,2076221340,,worshipradionetwork.org,publicfile@worshipradionetwork.org,Nadine Beckim,,,,,,,,,,,,,,,
145,174153,WBQF,FM Station,218,,04/01/2022,08/11/2016,LICENSED,FRYEBURG,ME,ED,91.5,Y,,,,MAINE PUBLIC BROADCASTING CORPORATION,1450 LISBON STREET,,LEWISTON,04240,,ME,(207)783-9101,,,,1418993,,,1600199,63 Texas Avenue,,Bangor,04401,,ME,2074045118,2079422857,www.mainepublic.org,jmahaney@mainepublic.org,Jeffrey Mahaney,,,,,,,,,,,,,,,
146,174228,WWLN,FM Station,213,,04/01/2022,12/16/2010,LICENSED,LINCOLN,ME,ED,90.5,Y,,,,"LIGHT OF LIFE MINISTRIES, INC.",160 RIVERSIDE DRIVE,,AUGUSTA,04330,,ME,(207)622-1340,,,,1656150,,,,160 Riverside Drive,,Augusta,04330,,ME,2076221340,,worshipradionetwork.org,publicfile@worshipradionetwork.org,Nadine Beckim,,,,,,,,,,,,,,,
147,174242,WRNM,FM Station,219,,04/01/2022,05/07/2020,LICENSED,ELLSWORTH,ME,ED,91.7,Y,,,,"LIGHT OF LIFE MINISTRIES, INC.",160 RIVERSIDE DRIVE,,AUGUSTA,04330,,ME,(207)622-1340,,,,1797176,,,,160 Riverside Drive,,Augusta,04330,,ME,2076221340,,worshipradionetwork.org,publicfile@worshipradionetwork.org,Nadine Beckim,,,,,,,,,,,,,,,
148,177407,WXBP,FM Station,212,,04/01/2022,01/06/2012,LICENSED,CORINTH,ME,ED,90.3,Y,,,,"RELEVANT RADIO, INC.",1496 BELLEVUE STREET,SUITE 202,GREEN BAY,54307,6060,WI,(920)884-1460,,,,1479627,,,1596827,1496 Bellevue St.,Suite 202,Green Bay,54307,,WI,8772910123,,relevantradio.com,info@relevantradio.com,,,,,,,,,,,,,,,,
