,area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg,area_title,industry_title
634,55000,5,511110,58,0,2007,A,,220,8808,274011560,89579516,1363428,598,31110,,1.34,1.23,1.05,1.16,0.91,0.85,0.86,,-7,-3.1,-299,-3.3,868159,0.3,-3401022,-3.7,-270825,-16.6,21,3.6,1118,3.7,Wisconsin,NAICS 511110 Newspaper publishers
635,56000,5,511110,58,0,2007,A,,47,1069,28456371,16614224,140818,512,26630,,1.86,1.5,1.06,1.34,1.11,0.71,0.71,,-2,-4.1,-43,-3.9,1669018,6.2,742212,4.7,-17007,-10.8,49,10.6,2533,10.5,Wyoming,NAICS 511110 Newspaper publishers
636,72000,5,511110,58,0,2007,A,,15,2670,102692502,19695989,499588,740,38459,,0.23,1.02,1.66,1.13,1.25,1.63,1.63,,-1,-6.2,-123,-4.4,-1102495,-1.1,-1183220,-5.7,-29822,-5.6,25,3.5,1300,3.5,Puerto Rico,NAICS 511110 Newspaper publishers
637,1000,5,511110,58,0,2006,A,,142,4106,150659008,36023376,295560,706,36697,,1.14,0.79,0.83,0.74,0.55,1.06,1.06,,-2,-1.4,-82,-2.0,-472829,-0.3,447498,1.3,-176589,-37.4,12,1.7,606,1.7,Alabama,NAICS 511110 Newspaper publishers
638,2000,5,511110,58,0,2006,A,,40,1032,33436796,24052631,553134,623,32400,,1.81,1.25,1.01,1.24,1.37,0.81,0.81,,1,2.6,-12,-1.1,244992,0.7,381532,1.6,19625,3.7,12,2.0,610,1.9,Alaska,NAICS 511110 Newspaper publishers
639,4000,5,511110,58,0,2006,A,,114,6196,256526745,50347864,354165,796,41403,,0.71,0.88,0.95,0.76,0.51,1.08,1.08,,3,2.7,-157,-2.5,5753458,2.3,-599816,-1.2,35206,11.0,37,4.9,1929,4.9,Arizona,NAICS 511110 Newspaper publishers
640,5000,5,511110,58,0,2006,A,,120,3510,93560778,36491699,523636,513,26659,,1.39,1.12,0.96,1.06,0.87,0.86,0.86,,-5,-4.0,-161,-4.4,-2027246,-2.1,-1359847,-3.6,-65826,-11.2,12,2.4,623,2.4,Arkansas,NAICS 511110 Newspaper publishers
641,6000,5,511110,58,0,2006,A,,762,29602,1475272093,237354094,9481798,958,49837,,0.57,0.71,0.76,0.64,0.83,1.07,1.07,,47,6.6,-895,-2.9,91390914,6.6,-4366010,-1.8,-228518,-2.4,85,9.7,4459,9.8,California,NAICS 511110 Newspaper publishers
642,8000,5,511110,58,0,2006,A,,191,6924,284695021,75843862,1153095,791,41120,,1.03,1.15,1.13,1.01,1.02,0.98,0.98,,10,5.5,-156,-2.2,6603143,2.4,-807573,-1.1,-263926,-18.6,36,4.8,1840,4.7,Colorado,NAICS 511110 Newspaper publishers
643,9000,5,511110,58,0,2006,A,,103,5536,222226392,84611786,1603451,772,40142,,0.87,1.23,0.94,1.24,1.28,0.76,0.76,,0,0.0,-156,-2.7,-527046,-0.2,-839258,-1.0,-485451,-23.2,19,2.5,1009,2.6,Connecticut,NAICS 511110 Newspaper publishers
644,10000,5,511110,58,0,2006,A,,16,1106,40538552,10537828,145233,705,36670,,0.5,0.97,0.8,0.93,0.75,0.83,0.83,,-3,-15.8,-25,-2.2,520437,1.3,-251096,-2.3,12393,9.3,25,3.7,1290,3.6,Delaware,NAICS 511110 Newspaper publishers
645,12000,5,511110,58,0,2006,A,,426,20857,905090303,179932236,3255655,835,43396,,0.69,0.97,1.14,0.9,1.2,1.18,1.17,,12,2.9,275,1.3,61734785,7.3,13218456,7.9,-276592,-7.8,47,6.0,2421,5.9,Florida,NAICS 511110 Newspaper publishers
646,13000,5,511110,58,0,2006,A,,252,13259,481029844,122944568,1343013,698,36279,,0.91,1.22,1.14,1.1,0.92,0.94,0.94,,-5,-1.9,-286,-2.1,-33645665,-6.5,-2168460,-1.7,-239975,-15.2,-33,-4.5,-1718,-4.5,Georgia,NAICS 511110 Newspaper publishers
647,15000,5,511110,58,0,2006,A,,27,1725,85971443,53996579,321095,959,49853,,0.69,1.04,1.42,1.41,0.94,1.37,1.37,,-3,-10.0,-15,-0.9,774381,0.9,1836760,3.5,-18053,-5.3,17,1.8,882,1.8,Hawaii,NAICS 511110 Newspaper publishers
648,16000,5,511110,58,0,2006,A,,67,1905,57817559,40743397,366400,584,30356,,1.15,1.1,1.07,1.1,0.93,0.97,0.97,,3,4.7,5,0.3,5138801,9.8,181766,0.4,22579,6.6,51,9.6,2625,9.5,Idaho,NAICS 511110 Newspaper publishers
649,17000,5,511110,58,0,2006,A,,405,15363,633372345,172151823,5532245,793,41227,,1.09,0.98,0.92,0.92,0.95,0.94,0.94,,0,0.0,-622,-3.9,2994353,0.5,1912148,1.1,-1502498,-21.4,35,4.6,1792,4.5,Illinois,NAICS 511110 Newspaper publishers
650,18000,5,511110,58,0,2006,A,,179,8341,266936036,64679409,1457249,615,32001,,1.08,1.07,0.98,0.99,1.08,0.91,0.91,,-9,-4.8,-295,-3.4,-2433444,-0.9,-995299,-1.5,-176713,-10.8,15,2.5,811,2.6,Indiana,NAICS 511110 Newspaper publishers
651,19000,5,511110,58,0,2006,A,,263,5573,157131927,92918917,796228,542,28196,,2.67,1.41,1.2,1.32,1.0,0.86,0.86,,-5,-1.9,-113,-2.0,-702105,-0.4,690765,0.7,16235,2.1,8,1.5,436,1.6,Iowa,NAICS 511110 Newspaper publishers
652,20000,5,511110,58,0,2006,A,,163,3606,95828411,28864908,634416,511,26577,,1.84,1.01,0.78,0.59,0.81,0.78,0.78,,1,0.6,-109,-2.9,1948042,2.1,-680320,-2.3,-68882,-9.8,25,5.1,1309,5.2,Kansas,NAICS 511110 Newspaper publishers
653,21000,5,511110,58,0,2006,A,,187,4403,150082176,37734252,405050,655,34083,,1.59,0.92,0.93,0.86,0.49,1.01,1.01,,3,1.6,-68,-1.5,3751674,2.6,-312222,-0.8,-41464,-9.3,26,4.1,1356,4.1,Kentucky,NAICS 511110 Newspaper publishers
654,22000,5,511110,58,0,2006,A,,123,3850,142180439,29944644,161909,710,36932,,0.95,0.79,0.83,0.71,0.36,1.05,1.05,,-2,-1.6,-313,-7.5,-4179816,-2.9,-1608176,-5.1,-26832,-14.2,34,5.0,1774,5.0,Louisiana,NAICS 511110 Newspaper publishers
655,23000,5,511110,58,0,2006,A,,86,2344,73031700,27726600,308668,599,31159,,1.64,1.45,1.4,1.49,1.3,0.96,0.96,,-1,-1.1,-30,-1.3,-1113895,-1.5,-583632,-2.1,-14224,-4.4,-2,-0.3,-74,-0.2,Maine,NAICS 511110 Newspaper publishers
656,24000,5,511110,58,0,2006,A,,129,5742,245414507,52168055,922447,822,42740,,0.74,0.84,0.81,0.8,0.89,0.96,0.96,,2,1.6,6,0.1,4672140,1.9,801406,1.6,-167647,-15.4,15,1.9,772,1.8,Maryland,NAICS 511110 Newspaper publishers
657,25000,5,511110,58,0,2006,A,,185,9648,474253618,141957190,4016930,945,49157,,0.84,1.12,1.09,1.02,1.07,0.98,0.98,,1,0.5,-690,-6.7,-47148738,-9.0,-7548033,-5.0,20610,0.5,-25,-2.6,-1279,-2.5,Massachusetts,NAICS 511110 Newspaper publishers
658,26000,5,511110,58,0,2006,A,,260,11976,469526512,120330309,4069009,754,39207,,0.94,1.05,1.02,1.07,1.11,0.97,0.97,,-1,-0.4,-385,-3.1,18691660,4.1,5371676,4.7,618709,17.9,53,7.6,2734,7.5,Michigan,NAICS 511110 Newspaper publishers
659,27000,2,511110,58,0,2006,A,N,1,0,0,0,0,0,0,N,52.43,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Minnesota,NAICS 511110 Newspaper publishers
660,27000,5,511110,58,0,2006,A,,331,8316,318138291,184222446,1791795,736,38256,,1.86,1.16,1.09,1.29,0.99,0.95,0.94,,-15,-4.3,-213,-2.5,8996387,2.9,20175363,12.3,349863,24.3,39,5.6,2010,5.5,Minnesota,NAICS 511110 Newspaper publishers
661,28000,5,511110,58,0,2006,A,,113,2628,73919577,20743234,285415,541,28125,,1.55,0.87,0.82,0.82,0.93,0.94,0.94,,-9,-7.4,-58,-2.2,2742161,3.9,-21319,-0.1,-21788,-7.1,31,6.1,1621,6.1,Mississippi,NAICS 511110 Newspaper publishers
662,29000,5,511110,58,0,2006,A,,297,7509,261938211,84156619,817647,671,34882,,1.63,1.03,1.01,1.02,0.64,0.98,0.98,,-3,-1.0,-249,-3.2,-5628409,-2.1,-501263,-0.6,252147,44.6,8,1.2,392,1.1,Missouri,NAICS 511110 Newspaper publishers
663,30000,5,511110,58,0,2006,A,,77,1730,49494464,32359647,205291,550,28611,,1.77,1.51,1.47,1.41,1.08,0.97,0.97,,0,0.0,-14,-0.8,1291368,2.7,840922,2.7,-11256,-5.2,19,3.6,978,3.5,Montana,NAICS 511110 Newspaper publishers
664,31000,5,511110,58,0,2006,A,,139,3348,88505888,27007656,453087,508,26439,,2.27,1.38,1.12,1.29,1.22,0.81,0.81,,-2,-1.4,-107,-3.1,-165257,-0.2,1896071,7.6,-33697,-6.9,15,3.0,778,3.0,Nebraska,NAICS 511110 Newspaper publishers
665,32000,5,511110,58,0,2006,A,,49,2031,83950484,46855539,441081,795,41343,,0.64,0.59,0.64,0.56,0.52,1.07,1.07,,4,8.9,52,2.6,6216304,8.0,3336163,7.7,44795,11.3,40,5.3,2067,5.3,Nevada,NAICS 511110 Newspaper publishers
666,33000,5,511110,58,0,2006,A,,70,2016,73786976,17824788,129006,704,36602,,1.36,1.19,1.07,1.16,0.82,0.9,0.9,,-2,-2.8,-113,-5.3,-2062864,-2.7,-898217,-4.8,-91167,-41.4,19,2.8,969,2.7,New Hampshire,NAICS 511110 Newspaper publishers
667,34000,5,511110,58,0,2006,A,,218,14522,780795310,346167670,3774673,1034,53765,,0.75,1.36,1.48,1.41,1.35,1.09,1.08,,7,3.3,-380,-2.5,13067654,1.7,2868909,0.8,-871691,-18.8,43,4.3,2247,4.4,New Jersey,NAICS 511110 Newspaper publishers
668,35000,5,511110,58,0,2006,A,,63,2208,68834319,38240209,140769,600,31175,,1.13,1.02,0.95,1.1,0.59,0.94,0.94,,1,1.6,12,0.5,3111544,4.7,1499658,4.1,-31362,-18.2,25,4.3,1251,4.2,New Mexico,NAICS 511110 Newspaper publishers
669,36000,5,511110,58,0,2006,A,,463,24365,1392048785,233234099,7391693,1099,57134,,0.77,1.07,1.15,1.14,1.28,1.07,1.07,,-1,-0.2,-917,-3.6,21548347,1.6,-3352162,-1.4,-151013,-2.0,57,5.5,2926,5.4,New York,NAICS 511110 Newspaper publishers
670,37000,5,511110,58,0,2006,A,,237,10071,334997745,163748257,1304119,640,33263,,0.91,0.94,0.87,0.95,0.54,0.93,0.93,,5,2.2,-135,-1.3,6790790,2.1,8968225,5.8,-25844,-1.9,22,3.6,1105,3.4,North Carolina,NAICS 511110 Newspaper publishers
671,38000,5,511110,58,0,2006,A,,76,1431,37777239,24799065,230300,508,26408,,2.86,1.58,1.39,1.8,1.8,0.88,0.88,,-2,-2.6,30,2.1,1080018,2.9,2502112,11.2,-15213,-6.2,4,0.8,216,0.8,North Dakota,NAICS 511110 Newspaper publishers
672,39000,5,511110,58,0,2006,A,,327,15144,624709907,146330618,1599185,793,41251,,1.06,1.06,1.18,1.05,0.62,1.11,1.11,,27,9.0,-97,-0.6,4166605,0.7,-2892820,-1.9,212723,15.3,10,1.3,537,1.3,Ohio,NAICS 511110 Newspaper publishers
673,40000,5,511110,58,0,2006,A,,188,4033,127219382,54202423,726366,607,31544,,1.83,0.99,0.96,0.96,1.28,0.97,0.97,,14,8.0,110,2.8,6384648,5.3,1280898,2.4,-25118,-3.3,15,2.5,739,2.4,Oklahoma,NAICS 511110 Newspaper publishers
674,41000,5,511110,58,0,2006,A,,123,4220,159494165,100893848,1943370,727,37792,,0.91,0.92,0.95,1.0,1.21,1.03,1.03,,0,0.0,-39,-0.9,1706099,1.1,3359912,3.4,-213384,-9.9,15,2.1,745,2.0,Oregon,NAICS 511110 Newspaper publishers
675,42000,5,511110,58,0,2006,A,,340,19259,732409867,183709061,7877962,731,38030,,0.96,1.28,1.22,1.4,1.58,0.96,0.96,,-1,-0.3,-663,-3.3,59034,0.0,13869083,8.2,190065,2.5,24,3.4,1268,3.4,Pennsylvania,NAICS 511110 Newspaper publishers
676,44000,5,511110,58,0,2006,A,,39,1532,63954285,24871224,487115,803,41737,,1.02,1.18,1.27,1.28,1.07,1.08,1.07,,0,0.0,-89,-5.5,-340948,-0.5,-1223328,-4.7,-22626,-4.4,40,5.2,2069,5.2,Rhode Island,NAICS 511110 Newspaper publishers
677,45000,5,511110,58,0,2006,A,,111,4607,156296385,35164006,486755,652,33923,,0.81,0.92,0.95,0.83,0.74,1.03,1.03,,2,1.8,-180,-3.8,66032,0.0,-910436,-2.5,-14278,-2.8,24,3.8,1284,3.9,South Carolina,NAICS 511110 Newspaper publishers
678,46000,5,511110,58,0,2006,A,,98,1551,38003741,11457834,33280,471,24505,,3.11,1.5,1.26,1.45,0.75,0.84,0.84,,-2,-2.0,-15,-1.0,1183437,3.2,-94309,-0.8,-2238,-6.3,19,4.2,994,4.2,South Dakota,NAICS 511110 Newspaper publishers
679,47000,5,511110,58,0,2006,A,,183,7706,237794452,59644384,424852,593,30859,,1.27,1.05,0.9,0.95,0.5,0.86,0.86,,4,2.2,-368,-4.6,4000613,1.7,-1741133,-2.8,-297876,-41.2,36,6.5,1902,6.6,Tennessee,NAICS 511110 Newspaper publishers
680,48000,5,511110,58,0,2006,A,,606,18917,785438324,188995273,3931324,798,41520,,1.06,0.71,0.72,0.66,0.86,1.02,1.02,,-11,-1.8,-467,-2.4,13341487,1.7,-4157791,-2.2,-578124,-12.8,32,4.2,1689,4.2,Texas,NAICS 511110 Newspaper publishers
681,49000,5,511110,58,0,2006,A,,62,2198,75725069,43843962,411684,662,34447,,0.68,0.7,0.71,0.71,0.71,1.02,1.02,,1,1.6,-79,-3.5,-3587237,-4.5,-892551,-2.0,-52886,-11.4,-8,-1.2,-379,-1.1,Utah,NAICS 511110 Newspaper publishers
682,50000,5,511110,58,0,2006,A,,52,1214,33770659,10953507,229649,535,27814,,1.98,1.49,1.21,1.62,1.91,0.82,0.82,,-2,-3.7,-133,-9.9,-1966683,-5.5,-661962,-5.7,1519,0.7,25,4.9,1273,4.8,Vermont,NAICS 511110 Newspaper publishers
683,51000,5,511110,58,0,2006,A,,212,9560,377198863,87986027,1339908,759,39455,,0.92,0.98,0.91,0.95,1.11,0.93,0.93,,-7,-3.2,-214,-2.2,3487964,0.9,4441787,5.3,-5127,-0.4,24,3.3,1220,3.2,Virginia,NAICS 511110 Newspaper publishers
684,53000,5,511110,58,0,2006,A,,172,7260,273895703,187628017,2871092,726,37726,,0.76,0.95,0.87,1.02,0.93,0.92,0.92,,-5,-2.8,-194,-2.6,4645464,1.7,2031324,1.1,-793264,-21.6,31,4.5,1604,4.4,Washington,NAICS 511110 Newspaper publishers
685,54000,5,511110,58,0,2006,A,,81,2539,71292594,21895009,362845,540,28083,,1.58,1.34,1.19,1.34,1.11,0.89,0.89,,0,0.0,-36,-1.4,2030792,2.9,88274,0.4,1855,0.5,23,4.4,1188,4.4,West Virginia,NAICS 511110 Newspaper publishers
686,55000,5,511110,58,0,2006,A,,227,9107,273143401,92980538,1634253,577,29992,,1.33,1.22,1.04,1.16,1.0,0.85,0.85,,-3,-1.3,-591,-6.1,-9132230,-3.2,-3866621,-4.0,-182327,-10.0,17,3.0,885,3.0,Wisconsin,NAICS 511110 Newspaper publishers
687,56000,5,511110,58,0,2006,A,,49,1112,26787353,15872012,157825,463,24097,,1.93,1.55,1.06,1.36,1.16,0.68,0.68,,1,2.1,-33,-2.9,1016702,3.9,829955,5.5,28511,22.0,30,6.9,1580,7.0,Wyoming,NAICS 511110 Newspaper publishers
688,72000,5,511110,58,0,2006,A,,16,2793,103794997,20879209,529410,715,37159,,0.25,1.0,1.63,1.12,1.25,1.63,1.63,,-1,-5.9,-104,-3.6,582910,0.6,-168807,-0.8,8951,1.7,30,4.4,1531,4.3,Puerto Rico,NAICS 511110 Newspaper publishers
689,1000,5,511110,58,0,2005,A,,144,4188,151131837,35575878,472149,694,36091,,1.14,0.79,0.85,0.73,0.64,1.08,1.08,,4,2.9,-14,-0.3,3641817,2.5,706494,2.0,75555,19.1,19,2.8,988,2.8,Alabama,NAICS 511110 Newspaper publishers
690,2000,5,511110,58,0,2005,A,,39,1044,33191804,23671099,533509,611,31790,,1.76,1.23,1.01,1.25,1.32,0.82,0.82,,1,2.6,7,0.7,1516696,4.8,608401,2.6,94574,21.5,24,4.1,1248,4.1,Alaska,NAICS 511110 Newspaper publishers
691,4000,5,511110,58,0,2005,A,,111,6353,250773287,50947680,318959,759,39474,,0.74,0.91,0.97,0.8,0.5,1.07,1.07,,0,0.0,97,1.6,5350859,2.2,41352,0.1,124658,64.2,5,0.7,246,0.6,Arizona,NAICS 511110 Newspaper publishers
692,5000,5,511110,58,0,2005,A,,125,3671,95588024,37851546,589462,501,26036,,1.49,1.14,0.98,1.09,0.92,0.86,0.86,,-6,-4.6,-89,-2.4,462293,0.5,-210046,-0.6,36085,6.5,14,2.9,738,2.9,Arkansas,NAICS 511110 Newspaper publishers
693,6000,5,511110,58,0,2005,A,,715,30497,1383881179,241720104,9710316,873,45378,,0.54,0.71,0.72,0.66,0.81,1.02,1.02,,-31,-4.2,-1862,-5.8,-38715684,-2.7,3525126,1.5,17140,0.2,28,3.3,1414,3.2,California,NAICS 511110 Newspaper publishers
694,8000,5,511110,58,0,2005,A,,181,7080,278091878,76651435,1417021,755,39280,,0.99,1.15,1.12,1.03,1.09,0.98,0.98,,3,1.7,37,0.5,7725554,2.9,726354,1.0,394902,38.6,17,2.3,893,2.3,Colorado,NAICS 511110 Newspaper publishers
695,9000,5,511110,58,0,2005,A,,103,5692,222753438,85451044,2088902,753,39133,,0.86,1.23,0.94,1.24,1.41,0.77,0.77,,2,2.0,-32,-0.6,38570,0.0,-833569,-1.0,-187257,-8.2,5,0.7,222,0.6,Connecticut,NAICS 511110 Newspaper publishers
696,10000,5,511110,58,0,2005,A,,19,1131,40018115,10788924,132840,680,35380,,0.58,0.96,0.79,0.96,0.72,0.82,0.82,,-2,-9.5,16,1.4,1043030,2.7,347600,3.3,51610,63.5,8,1.2,414,1.2,Delaware,NAICS 511110 Newspaper publishers
697,12000,5,511110,58,0,2005,A,,414,20582,843355518,166713780,3532247,788,40975,,0.69,0.94,1.09,0.85,1.21,1.15,1.15,,22,5.6,229,1.1,26711945,3.3,4688827,2.9,581989,19.7,16,2.1,851,2.1,Florida,NAICS 511110 Newspaper publishers
698,13000,5,511110,58,0,2005,A,,257,13545,514675509,125113028,1582988,731,37997,,0.93,1.22,1.23,1.13,0.93,1.01,1.01,,10,4.0,161,1.2,66382194,14.8,3541742,2.9,-32799,-2.0,87,13.5,4503,13.4,Georgia,NAICS 511110 Newspaper publishers
699,15000,5,511110,58,0,2005,A,,30,1740,85197062,52159819,339148,942,48971,,0.77,1.02,1.43,1.42,1.03,1.4,1.4,,0,0.0,-69,-3.8,-2839141,-3.2,-131652,-0.3,-13574,-3.8,6,0.6,305,0.6,Hawaii,NAICS 511110 Newspaper publishers
700,16000,5,511110,58,0,2005,A,,64,1900,52678758,40561631,343821,533,27731,,1.14,1.1,1.03,1.19,1.0,0.93,0.93,,0,0.0,-2,-0.1,2055595,4.1,2976859,7.9,137646,66.8,21,4.1,1115,4.2,Idaho,NAICS 511110 Newspaper publishers
701,17000,5,511110,58,0,2005,A,,405,15985,630377992,170239675,7034743,758,39435,,1.11,0.99,0.92,0.94,1.06,0.93,0.93,,1,0.2,-210,-1.3,-25501016,-3.9,10537718,6.6,1795836,34.3,-21,-2.7,-1063,-2.6,Illinois,NAICS 511110 Newspaper publishers
702,18000,5,511110,58,0,2005,A,,188,8636,269369480,65674708,1633962,600,31190,,1.13,1.07,0.97,0.99,1.1,0.91,0.91,,-5,-2.6,-101,-1.2,-3311787,-1.2,-1151166,-1.7,658075,67.4,0,0.0,-21,-0.1,Indiana,NAICS 511110 Newspaper publishers
703,19000,5,511110,58,0,2005,A,,268,5686,157834032,92228152,779993,534,27760,,2.7,1.4,1.22,1.35,1.0,0.87,0.87,,-3,-1.1,-95,-1.6,570580,0.4,2658097,3.0,105911,15.7,11,2.1,557,2.0,Iowa,NAICS 511110 Newspaper publishers
704,20000,5,511110,58,0,2005,A,,162,3715,93880369,29545228,703298,486,25268,,1.8,1.01,0.78,0.62,0.82,0.77,0.77,,-14,-8.0,-197,-5.0,-1488259,-1.6,-1302518,-4.2,53681,8.3,17,3.6,887,3.6,Kansas,NAICS 511110 Newspaper publishers
705,21000,5,511110,58,0,2005,A,,184,4471,146330502,38046474,446514,629,32727,,1.6,0.9,0.9,0.87,0.51,1.0,1.0,,-10,-5.2,-70,-1.5,370663,0.3,-788650,-2.0,66300,17.4,11,1.8,585,1.8,Kentucky,NAICS 511110 Newspaper publishers
706,22000,5,511110,58,0,2005,A,,125,4163,146360255,31552820,188741,676,35158,,0.97,0.8,0.87,0.75,0.42,1.08,1.09,,-2,-1.6,-172,-4.0,-280225,-0.2,-975819,-3.0,-58173,-23.6,25,3.8,1331,3.9,Louisiana,NAICS 511110 Newspaper publishers
707,23000,5,511110,58,0,2005,A,,87,2374,74145595,28310232,322892,601,31233,,1.66,1.42,1.41,1.49,1.36,0.99,0.99,,-2,-2.2,-10,-0.4,2276055,3.2,297112,1.1,39571,14.0,21,3.6,1085,3.6,Maine,NAICS 511110 Newspaper publishers
708,24000,5,511110,58,0,2005,A,,127,5736,240742367,51366649,1090094,807,41968,,0.73,0.82,0.8,0.78,0.88,0.98,0.98,,3,2.4,95,1.7,7942095,3.4,533456,1.0,-61808,-5.4,13,1.6,697,1.7,Maryland,NAICS 511110 Newspaper publishers
709,25000,5,511110,58,0,2005,A,,184,10338,521402356,149505223,3996320,970,50436,,0.79,1.16,1.21,1.07,0.98,1.04,1.04,,-9,-4.7,-427,-4.0,28873521,5.9,-3686345,-2.4,1062174,36.2,90,10.2,4682,10.2,Massachusetts,NAICS 511110 Newspaper publishers
710,26000,5,511110,58,0,2005,A,,261,12361,450834852,114958633,3450300,701,36473,,0.94,1.02,0.94,0.98,0.95,0.92,0.92,,-7,-2.6,-129,-1.0,-11815728,-2.6,-2002175,-1.7,405338,13.3,-11,-1.5,-568,-1.5,Michigan,NAICS 511110 Newspaper publishers
711,27000,2,511110,58,0,2005,A,N,1,0,0,0,0,0,0,N,52.21,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Minnesota,NAICS 511110 Newspaper publishers
712,27000,5,511110,58,0,2005,A,,346,8529,309141904,164047083,1441932,697,36246,,1.94,1.15,1.06,1.17,0.76,0.92,0.92,,11,3.3,-61,-0.7,-1528234,-0.5,3795085,2.4,336794,30.5,2,0.3,81,0.2,Minnesota,NAICS 511110 Newspaper publishers
713,28000,5,511110,58,0,2005,A,,122,2686,71177416,20764553,307203,510,26504,,1.67,0.86,0.79,0.82,0.96,0.92,0.92,,2,1.7,-18,-0.7,1037685,1.5,19459,0.1,-112985,-26.9,11,2.2,567,2.2,Mississippi,NAICS 511110 Newspaper publishers
714,29000,5,511110,58,0,2005,A,,300,7758,267566620,84657882,565500,663,34490,,1.63,1.04,1.03,1.02,0.46,0.99,0.99,,-10,-3.2,-128,-1.6,13581561,5.3,18935660,28.8,166867,41.9,44,7.1,2283,7.1,Missouri,NAICS 511110 Newspaper publishers
715,30000,5,511110,58,0,2005,A,,77,1744,48203096,31518725,216547,531,27633,,1.77,1.5,1.47,1.44,1.19,0.98,0.98,,-4,-4.9,-2,-0.1,1546151,3.3,1676276,5.6,-66552,-23.5,17,3.3,910,3.4,Montana,NAICS 511110 Newspaper publishers
716,31000,5,511110,58,0,2005,A,,141,3455,88671145,25111585,486784,493,25661,,2.3,1.38,1.13,1.32,1.46,0.82,0.82,,0,0.0,104,3.1,3554053,4.2,607344,2.5,110961,29.5,5,1.0,263,1.0,Nebraska,NAICS 511110 Newspaper publishers
717,32000,5,511110,58,0,2005,A,,45,1979,77734180,43519376,396286,755,39276,,0.62,0.58,0.61,0.55,0.49,1.05,1.05,,-7,-13.5,-4,-0.2,3373816,4.5,2219872,5.4,119458,43.2,34,4.7,1785,4.8,Nevada,NAICS 511110 Newspaper publishers
718,33000,5,511110,58,0,2005,A,,72,2129,75849840,18723005,220173,685,35633,,1.4,1.22,1.11,1.2,1.1,0.91,0.91,,-1,-1.4,41,2.0,4543887,6.4,620358,3.4,-34253,-13.5,28,4.3,1489,4.4,New Hampshire,NAICS 511110 Newspaper publishers
719,34000,5,511110,58,0,2005,A,,211,14902,767727656,343298761,4646364,991,51518,,0.72,1.35,1.46,1.41,1.41,1.08,1.08,,26,14.1,644,4.5,13886444,1.8,19393934,6.0,1224454,35.8,-26,-2.6,-1354,-2.6,New Jersey,NAICS 511110 Newspaper publishers
720,35000,5,511110,58,0,2005,A,,62,2196,65722775,36740551,172131,575,29924,,1.13,1.0,0.95,1.14,0.81,0.95,0.95,,3,5.1,-12,-0.5,2322718,3.7,1057161,3.0,89367,108.0,23,4.2,1211,4.2,New Mexico,NAICS 511110 Newspaper publishers
721,36000,5,511110,58,0,2005,A,,464,25282,1370500438,236586261,7542706,1042,54208,,0.77,1.08,1.16,1.15,1.24,1.08,1.08,,1,0.2,-358,-1.4,6797340,0.5,-3759687,-1.6,-264194,-3.4,19,1.9,1021,1.9,New York,NAICS 511110 Newspaper publishers
722,37000,5,511110,58,0,2005,A,,232,10206,328206955,154780032,1329963,618,32158,,0.92,0.94,0.87,0.92,0.53,0.93,0.93,,0,0.0,-133,-1.3,299336,0.1,2320211,1.5,291261,28.0,8,1.3,442,1.4,North Carolina,NAICS 511110 Newspaper publishers
723,38000,5,511110,58,0,2005,A,,78,1401,36697221,22296953,245513,504,26192,,2.9,1.52,1.38,1.7,1.77,0.91,0.91,,-2,-2.5,-24,-1.7,-131163,-0.4,494008,2.3,-6164,-2.4,7,1.4,348,1.3,North Dakota,NAICS 511110 Newspaper publishers
724,39000,5,511110,58,0,2005,A,,300,15241,620543302,149223438,1386462,783,40714,,0.95,1.02,1.15,1.05,0.59,1.13,1.13,,8,2.7,-402,-2.6,-10747059,-1.7,-1082261,-0.7,-151808,-9.9,7,0.9,359,0.9,Ohio,NAICS 511110 Newspaper publishers
725,40000,5,511110,58,0,2005,A,,174,3923,120834734,52921525,751484,592,30805,,1.7,0.95,0.96,0.95,1.06,1.01,1.01,,3,1.8,-67,-1.7,6449131,5.6,32482,0.1,-130481,-14.8,41,7.4,2136,7.5,Oklahoma,NAICS 511110 Newspaper publishers
